15555,65,0
10469,128,26
15991,64,243
45,4,261
10,1,501
31,1,509
299,8,542
82,4,604
30,1,661
13604,8,729
3131,16,1030
195,16,1077
5,16,1378
121,4,2949
3,8,3079
17122,4,3183
2,1,3190
7238,8,3201
3428,1,3264
36,4,3955
235,8,4003
68,4,4024
105,1,4241
13,1,4290
3,1,4333
24,12,4364
542,16,4571
7,16,5838
60,8,5973
2490,16,5991
4,2,6710
176,16,6765
19156,32,6855
13833,64,7214
2,4,7230
9204,256,7327
3157,64,7329
50,1,9011
7445,2,9156
25,14,9244
53,3,9258
11017,8,9381
15385,4,9554
38,16,9563
5,1,10876
63,3,11295
23355,27,11436
9733,256,11453
