5943,4,0
6592,16,55
41,4,556
169,5,957
9,112,2897
14308,8,3296
121,6,3456
5936,16,3510
33,11,20962
100,32,20998
3,1,21074
11425,8,21861
9,1,21921
13826,1,22056
76,1,22280
24,3,22622
49646,1,23059
6872,3,23138
38,1,23547
7200,1,23608
5923,128,23897
12809,8,23974
193,128,24645
3,32,26221
13,4,26263
26,1,26688
13660,1,35006
135,1,35944
200,32,36247
12537,3,36575
23468,128,37569
4,2,37716
5260,2,39821
9,8,39984
11,4,46191
22,4,46290
14,4,46300
125,32,46487
47,12,46559
7,1,46583
27,128,46658
37,2,47179
67,2,49669
14149,32,49788
8554,8,49872
10433,2,49973
11661,1,56347
18,4,56465
