47,1,0
23,1,70
5788,4,855
35,35,2003
74,32,2343
107,16,8787
27,1,9126
17319,16,9379
10086,16,9815
9736,2,9996
2,6,11120
52,1,11704
10535,41,13330
815,2,13374
17919,16,13468
10769,4,13496
9356,1,13638
66,33,13793
10482,2,14025
305,2,14178
4,64,14877
14361,64,21474
74,32,22969
64,4,22979
27,8,23017
8202,128,24992
18,16,25436
8,4,25596
5100,1,26373
27,32,26402
14,8,28745
82,4,28785
30,2,28826
9,2,28860
238,8,29059
1913,2,29079
12,1,29171
22511,16,29303
27,32,29402
18,1,29420
77,1,29430
127,16,29488
28,19,29533
7,2,29650
392,8,29706
8323,1,29835
11787,16,29908
11,1,29911
