6496,4,0
9331,32,415
51,19,548
10124,32,707
11,8,5117
10715,32,5154
4821,7,5483
31,32,5558
19,16,5613
15866,128,6322
469,1,7146
229,1,7178
3693,13,7339
12951,133,7353
19072,64,7987
85,32,8543
21,16,8833
13127,16,9214
16,4,9813
10724,256,9840
8132,32,9888
104,4,10129
7,1,10153
7295,8,10464
142,32,11677
95,64,11759
5,16,11813
424,16,11868
48,1,11908
50,15,11929
5,32,13526
15411,1,13551
6115,1,13899
47556,32,13977
18372,16,15330
11596,4,15818
5,45,16831
15463,2,16875
11092,10,16939
48,1,16994
618,8,17019
10,2,17075
2158,8,17927
190,4,19036
12,2,19765
3,1,19796
19,1,19952
5,1,20027
