59,8,0
456,16,13
8617,110,103
19058,4,501
160,4,522
11,6,561
6,4,608
14,12,642
4,4,4729
14109,2,4734
66,16,4804
20371,32,4834
8401,162,4888
1202,5,4962
87,3,4977
179,16,5260
25,32,5288
24,32,5363
4,5,5402
7,4,5458
25,21,5875
15893,128,5897
5931,8,5944
16,4,6260
3,32,6356
7095,79,6362
17157,64,6373
46,1,6387
10480,2,6470
7648,256,6482
25,5,7407
9,5,7466
13164,16,7648
192,16,7713
79,43,7916
105,16,8548
10,8,8610
30,8,9983
6,16,10213
10834,9,10224
17940,8,10325
96,1,10404
172,8,10550
4,4,10592
16,32,10902
5687,16,10949
58,16,11140
143,1,11203
