1178,4,0
4030,121,94
12207,10,262
298,8,288
30,1,376
9590,16,528
3,1,1014
14315,8,1043
57,64,7848
16045,1,7863
13,4,7871
135,2,8085
6028,8,9832
17866,1,9862
96,8,9884
454,32,10555
1570,64,17304
2,32,17311
129,1,17670
229,8,19299
16346,1,19304
3648,1,19380
844,64,19431
86,8,19491
5454,3,19609
14158,256,28877
49,32,29112
11858,64,29164
9,13,29197
6,3,29429
41,4,29523
152,1,29580
12187,1,30123
6,16,30335
7870,4,30440
8088,1,30582
160,4,30599
3307,16,30622
10,8,31193
46,64,31210
237,1,31249
7793,35,31281
6,6,31542
108,16,31763
33,16,32033
22,8,32125
298,33,33044
7,32,33057
