31,1,0
22,3,109
12337,8,444
60,1,596
11472,128,644
17016,1,916
95,1,992
20,4,1026
15,4,1698
11639,2,1863
23,15,2606
6037,13,6719
12,1,6905
248,16,7087
11,1,7220
615,64,7707
68,1,8951
253,1,9152
9594,16,9391
339,3,9557
12,32,9668
10669,1,9710
15,1,9769
4849,16,10647
20216,1,11086
11827,34,11154
5,2,16810
10,1,16923
11121,32,17008
14,1,17139
9,1,17385
7351,4,17606
3,1,18962
12663,8,19491
146,1,19568
11,16,20131
14956,1,20374
72,2,20779
102,8,20814
163,4,20945
8,8,22747
352,4,35388
5,1,35772
39686,128,36390
46,1,36545
9194,4,37101
18658,16,38549
8677,32,38954
