10,36,0
42,2,181
9,16,2235
5,8,2496
130,8,2541
15,1,14383
98,8,14678
5,4,14717
14176,32,14721
15941,16,14766
163,8,15724
16113,1,16112
18219,8,16896
175,20,18618
20,2,18727
16168,1,18763
34,32,18778
3795,64,19101
9975,128,19131
13354,32,19140
18,1,19251
5,3,19352
5844,4,19374
15605,32,19542
131,32,19580
19,4,19630
23,16,19744
30,4,19771
69,1,19953
13010,1,20648
861,42,20665
336,6,20758
9526,4,20833
95,1,20875
10,19,20888
36,32,20961
36,1,21065
11,34,21095
186,2,21155
8,32,21206
4,20,21218
12185,8,24979
14360,8,24993
7523,16,25284
6362,1,25295
8464,32,25335
32,1,25772
1546,8,25788
